,index_id,clarity,color,cut,price,city,carat
2432,b553e6af4fb183a84375bf1e79a2be2768fc3c50344bff533a9baba97bd537fe,SI1,D,Very Good,1593,Zurich,0.54
2433,521ea9c60b025d7ac36b93e3af4d3a6aeb3a400c01f198d14d4768e0862762ab,VS2,E,Very Good,9802,Dubai,1.26
2434,6fd9a41894eeed8dedf16dc3b69bcebf5a4e84025aee0ad74ad683353c9310b3,VVS2,G,Good,1076,New York City,0.42
2435,1d234b0fe9253354bebf1a88ba68514cbcf72e2d853ba1ebfece4848e67730fe,VVS2,G,Very Good,798,Madrid,0.35
2436,14326baf59373fee76fa43e4599bccab8aca306b19090abb32d50d09a5ab47f8,VS2,F,Ideal,1683,Dubai,0.53
2437,c8510e576de1a92052f8172ab99b34cbcc2e7b18ada1a51d37870a7a9dfa7b00,VVS2,G,Good,878,Kimberly,0.3
2438,68c0d237214c460daab485e88662fd54f7b2c3004019bc58c0a7d441476b884f,SI1,H,Good,1771,Surat,0.7
2439,d376881f5bd00764c32b8645a0f7966bc86ec3d3ea0e7b51e830e5f12aae3071,SI1,D,Premium,2732,Kimberly,0.72
2440,014e9fb03ec3e152833fb9e4541198dce6719bd09349b4b309118e285eb5a3f0,SI1,E,Very Good,698,London,0.31
2441,ad1e075215267a284972c5a764c35f9a38d52d89a9dd6706bd10b4a9860d56c0,VVS2,G,Premium,1314,Tel Aviv,0.46
2442,069170cf54b2e58a1057173196abf680efbeb5863deb2b59cbfe61f5faa735e6,VS1,G,Premium,3514,New York City,0.8
2443,6c16cc05218d7208044e08025f04d8fcc50e8cc7fb05bb1bb83fec12f575932b,SI1,D,Very Good,4068,Kimberly,0.9
2444,580ade0f132b4228ea4fe1a289f318f2402fdcd2682ed057a3785fed4312f9f3,SI2,H,Very Good,5280,Paris,1.2
2445,5e4f1761806f5a6ec387efa95dc2b5dc8cb62d37d64b16869e0eb916834dbb7e,SI1,E,Ideal,516,Kimberly,0.31
2446,d047f40b7ef6b9d2c824260c76a75981dda8d5d3eb2d48262261961d14617d1e,VS2,E,Very Good,793,London,0.39
2447,cb815acba4ed6bc96fc3e91bc67e2a80af7c2185f431cf5051dafbed4676fa94,SI1,D,Ideal,2694,Amsterdam,0.71
2448,80d1f44e05395f8b79fe2caf1964a0e50a4e24899f80e5d40bc8364886c744a1,VS2,H,Ideal,3084,Las Vegas,0.81
2449,f40ddf6742b7761b0f7df1f65a639c4fccc23479c5c4c984885ff588f1dfeb0e,SI2,H,Ideal,554,Antwerp,0.33
2450,b0b03d744a85f4459c71437fe196dd925a299a06ae7a425615c903c97c36b8fb,SI2,G,Ideal,3528,Las Vegas,1.0
2451,b815f5c630593b36d5a838a7d69dfc1a5f78d3d37bf9d4e04c0ba03c97d87fbf,SI2,J,Premium,16532,Surat,2.47
2452,bba1dc9846ddd9a44c3d3b736faa5bdb6673b8d0fe1b0dd445c9f9adfda2ff72,IF,F,Ideal,914,Kimberly,0.31
2453,3cb81c72e3c44a9c6a2fda94952ab34e0b0a89b0e7cfb6330ed371a0eda636bc,VS1,G,Fair,1257,Antwerp,0.5
2454,6ee1f58e7b08b04e58109a89bc575651338419dc646b9d660ff95f81ec594299,IF,F,Ideal,1377,Dubai,0.39
2455,42b4fb473bacce2dc496a423021b9b2240680e399e4f2dbac05f808c66ccb2e4,SI1,G,Premium,3975,Surat,0.91
2456,c0d427f8b875401198831f31edb981bf951a3b77f5ec5f336ad84a50ed831ac9,VS2,G,Ideal,6019,Las Vegas,1.01
2457,ea279eca5412c45d2c582a3971b688b3e13cdb893f7bba5c5faaea499fa21ffd,SI2,E,Premium,4441,Antwerp,1.03
2458,7bd341f08056de72d77d24aa5bc681dcb485b628df4fd03179e30ee2bc01f097,SI1,J,Premium,541,Tel Aviv,0.36
2459,7f048c26d647f131dcfadc28d7c35f82f0881a5e087c7dc4ea0e6c762d3fdf9f,SI1,E,Very Good,1276,Madrid,0.52
2460,4fbb9cf6972a100cd12fee93b2eb185f4cf2964906979ea2a2ac4e5c1759254f,VS2,H,Very Good,1387,Luxembourg,0.5
2461,a1e2bd5c65064ebba3b2e01115e719eb8c83551ca71a9bcaf3bfd2e746c783c0,VVS1,E,Ideal,1084,Paris,0.34
2462,1b5318434397d6eec58afbac28836ffe3254baabb665b87ce6b678394b97ee2c,VS2,F,Very Good,2744,Antwerp,0.7
2463,1b13011c30bd00eb0c56dd0aefcdec3fb1f2a4920e00efc8c88e54cbcaf9365a,SI1,G,Premium,772,Dubai,0.44
2464,764228040735fc9457b382a4e4533ff9306c6d1372fc5b143ae54eca265fd706,VVS2,G,Ideal,11601,Kimberly,1.24
2465,3045ad039274b9fcf0ec609cc45c0d8e3558c06315802f46946d8d0e014b4520,SI1,H,Ideal,6654,Zurich,1.22
2466,1070a982af22fe711ec54707c0cd838baec99ff81ec4fd7a00fa4ca0ca48c8c4,SI2,I,Premium,15055,Dubai,2.07
2467,54a462dce3c1abb2b43ba63a42bc391fa5561bfeafe737bd1f4845b902ffbfe3,VS1,G,Ideal,833,Antwerp,0.38
2468,a1fb4e703a9ef1fa4936801721ff285a97ac85330856674412e054892afe6972,SI1,F,Premium,4158,Madrid,0.9
2469,79059b443ce844d9e9fd0f26e064e6ccf02d9481285936b908449be0d74c93f1,SI2,F,Ideal,2295,Paris,0.74
2470,1f87635aff05d8cfd5081f572fc9c14d7b14b4f40cbf6b6f077437c48ac844e7,I1,E,Premium,5161,Kimberly,1.44
2471,af03a51e581f58ba77807426b6fffed5f72e11d9618c38ac397c0746027f70f8,VS1,H,Ideal,5550,Antwerp,1.01
2472,1ab6078431739cd9988f5c8e042389b2616911baa6c034a21b055f0b104b8527,VVS2,G,Ideal,730,Luxembourg,0.33
2473,33e14c27247dae6ca2ac565cf7d5fa4200defa487918c52a2dfcccb6d09b4329,VS2,I,Very Good,6419,Las Vegas,1.22
2474,263522fa27768a70e58d342703278663951d37d65db95f3fbcd011bd8bc0ddeb,VVS1,F,Ideal,1908,London,0.4
2475,142522997f0a1ec79df3f8788969baaa9ed0306afdeb66b036a3e486cc458a83,VS2,E,Very Good,1605,Luxembourg,0.5
2476,1395d0b76b56509da2cd59c06ca9522cc2b7aff483dcd622b507c21e74613278,SI2,E,Premium,4688,Luxembourg,1.01
2477,606e317ed5dc4ec6841440ebd5b87e0db0d5cf74996a1f31206a11a8fa71b1fc,VS2,G,Ideal,1422,Paris,0.54
2478,aabbb2bd43c0fb27462f139e0274faa6c3a5c6d600e1b2fc6d3c96c18503607e,SI2,E,Premium,3644,Dubai,0.91
2479,cc0f20917ee075671c8e77c3123759f52300c666d7f490f066dfbe7222a9bfe4,VVS2,E,Good,8415,Dubai,1.01
2480,18167da210996cf3525e400870f7d4955d6b983a7b7d237586e242e59888ad86,SI1,E,Premium,4092,Tel Aviv,0.9
2481,3d73cd5cb74f8ab1d4496133cde249d9825e0f19d0f1a011f46afc287f881299,VS2,H,Ideal,1349,Kimberly,0.5
2482,c13ed9078122113319066d8dd192e261ab3b2ad5af9b07cd69b2d9b7b4f53b2e,VS1,F,Good,943,Tel Aviv,0.43
2483,530f967e2a24e5ab06997a5a77c10bf291cbb38a1d9628dd8ea4a6534a859b55,VS2,I,Very Good,5836,Antwerp,1.24
2484,a2b00e8a452d83bf2e0963f471cc297bb96d41dbb866037966079dc85484715b,VS1,F,Very Good,889,New York City,0.41
2485,9d1ef11e7923e54aaac4adfed498ca04fca20de376fb2a9436b303e158f70676,SI2,F,Very Good,3803,Tel Aviv,0.9
2486,9dc6abc967dad3e2d115d25bdcb5b998f06ebda87c5f784800698d7cc1b2273d,SI1,E,Good,2749,Kimberly,0.73
2487,387c447c4e9503163ed092be997cadddfd4c8682a7d222ef29e8b24122015662,IF,G,Good,1407,Antwerp,0.44
2488,15e922d2d8a00b9abae4ffa20e103b16ff780a965ed72359c8e0a28c552aa196,VVS2,G,Premium,7602,Surat,1.02
2489,9a1cfcffdce419d6f29a75e409e7777545f08520c667e460803db230c2ab3830,VVS1,G,Good,7279,Paris,1.01
2490,0927a0c81213ef0edd8c33cb3046bf366f80bfe674a15d3ecad347edd5a686ce,SI1,I,Premium,4601,Kimberly,1.04
2491,dc7d6256d124bcc9244d6d0e437beabded4b25d4fbf77ccb595375b8f5f1e903,SI2,D,Ideal,447,Madrid,0.3
2492,bebcee2abff6b6f2e04afac2869e7edec0bf441979a6b183b430f9e1e3d7b9c0,VS2,D,Good,1197,Surat,0.45
2493,13b3f39cb74686a176eb0f364ffe4e5e38c9bfa5bb9a8bd1624135ce306ef3d0,VVS1,H,Very Good,707,Tel Aviv,0.31
2494,55c9af00a7e7fa53c73c3776477b4fb05daadc4dfa3a7f1d8c20391d842a4732,IF,F,Ideal,914,Kimberly,0.31
2495,72e37da8a67d137ab41fe3a0ef269ad619192eb0d93a4a5421b1f0bf05093d86,SI1,G,Very Good,755,Dubai,0.38
2496,94f136bbfce57e5c6f1c86bbf6bf8a4e1d48ef230373eda2859170e158b1c185,VS1,F,Ideal,731,Las Vegas,0.3
2497,8d0c7eec258a5cfd81e86404ef98ee05d1a1aef3bf2f5b6e82815cc951497a49,SI1,D,Premium,5927,Surat,1.05
2498,0b8c4c7c81ac3255024f978a24c4c63bb034cc40ed2fe51dec83cb28c8785a87,SI1,G,Very Good,755,London,0.38
2499,2326b09b5e1f59de45c1ed58a00337ddc2966eb5bc60cdc33d3171e9758ef576,SI2,I,Very Good,3956,Zurich,1.11
2500,5a0b83e19c5750eed6d8d46cb858d15c956a657093c08afa53133c0fbe5f04fb,VS1,F,Ideal,1881,Antwerp,0.55
2501,dafff407d7450f62b0dd0c413f9f0745d70071b8ba4d731d093804be0502184e,SI2,J,Premium,6712,Kimberly,1.51
2502,447512622f9767785e7dac3176232565e58fbf84ec87f783607cfbb95d82375b,VVS1,E,Very Good,492,Kimberly,0.23
2503,9caa05aeaaaf486bd3f697aaffa2e74e6a1805ff113366526ec0ae038a5aca4b,SI2,G,Ideal,5299,Las Vegas,1.11
2504,425d61997bf9249a378f324165669789330dc80ea3215486b0f02b1ed1750796,IF,G,Ideal,2442,Madrid,0.56
2505,9060ce5653093cd9bff480cb01ff0e3a790e6f545e214a3dd85841daabac7848,VS2,D,Ideal,1993,New York City,0.54
2506,6e71e71a06ff0270c038319e473f7d1beca35a3ea8015ab60e7f1ab47288d9f6,SI1,I,Very Good,8637,Antwerp,1.51
2507,ecb80fffef1947a59eb3fff9d3dddfc60140387317a22d9c0e3f3f85177f3e68,SI2,G,Fair,3142,Dubai,1.0
2508,cceba0e36b2704677e406b1d8524c785517210f106e09a512fe5c93810b4ec25,SI2,E,Premium,3804,Madrid,0.9
2509,fd98aa9d9cc36596d20ab1947351b2f2312de7edbd2d2e1a20a1e4f7ea237b28,VS1,E,Good,1760,Madrid,0.51
2510,ff150bc51704cbc2fb2f412c2d8a79afb6212c9dff3d6127c2b0f937a33ea5ed,VVS2,G,Premium,878,Surat,0.3
2511,056cc3e4b91ffa46435bb981d0d98c329222ca41cf12825a533797330a9cc56e,VS1,F,Very Good,1853,Tel Aviv,0.55
2512,25f9b3ab7e7d3634a79eab88d59a0b4592d42384900dfc10ecc481af5b8dfd3d,VVS1,H,Ideal,1846,Amsterdam,0.54
2513,479f8ec909fe2e84ad23cb8a55e3fc41bc84659e81be514db4b989a89a9bd2a0,VS1,F,Ideal,917,Madrid,0.4
2514,2d98306af4dba363ad498acbb1f50b1125f249262e7eefa0875078d2b9f6952d,SI1,G,Premium,4903,New York City,1.06
2515,81e3115919b4a97b3a2d74945e11f722782beabd40af734e2a2e8266fb2c9542,SI1,G,Premium,990,Surat,0.44
2516,36b9a348ff8fdd5fb3ac60af9a10e83e21bd30460ca209530964b0e006aa5ee9,SI1,E,Premium,2937,Antwerp,0.76
2517,c3114e3f771d5f6917212c9f0bc7384b0d2b14f3731848d213ad5c9aac56144d,VS2,D,Ideal,942,Kimberly,0.31
2518,00e2c609b4339c40455281ce1793c5e2158dd90d163ff4d64bc0795b715b6393,VVS1,G,Ideal,8217,New York City,1.0
2519,0322afb553ec2b3fe95f9e73820a34c07da19d5dc5fff0f42416e01f24b1cb2c,VS1,F,Premium,1838,Antwerp,0.5
2520,4366b9ea549261637af29a7ca331c75ef21244839073b582ac203e25594b51d0,SI1,E,Good,2498,Paris,0.7
2521,9ecd60ff3bca4fecb399dc56bd00dd675b92b0d0e913a4f2b21ca6b1ff8914a2,VVS1,F,Ideal,814,Dubai,0.3
2522,58180bb12beb55a4bffb10de75ca8c53dcc8061c3cdee52e0ebdcd74049d374e,VVS2,H,Ideal,645,New York City,0.32
2523,c56b05eb525718f02df539e071361dd58b168a5a70abdb3148d44f98c46c38cd,SI1,D,Ideal,732,Las Vegas,0.31
2524,228971770cc3111e6ce32b17a5ab6ae7c0ba993634ac8d83fd32ec6e91615995,VS1,G,Ideal,7827,Luxembourg,1.12
2525,83e19a9ce479dc064bab4bd50134db14918cc967debd3ad223bb8993c523788d,VS2,F,Ideal,13325,Surat,1.51
2526,56533080816acfbf988d15e31399b7ba108b2e525abc68387256075d6f8d2693,VS2,E,Good,2314,Paris,0.7
2527,3f735c67d29014733cf56508d3c5dba2c87abb07313998e23b49b7c8cc0d7e4a,VVS1,E,Premium,789,Dubai,0.31
2528,57d24fbc37a0596d5dbad9f86accacf04ab8e2875a084cb2202244c421d1c65f,VS2,G,Very Good,526,Paris,0.3
2529,ed5667b58b1a81344b92381e198ec4a36d5ce86688561d30219c02c066159a61,VVS1,H,Premium,936,Antwerp,0.32
2530,0e1a3aec7fd93fa52fea73290fec50e6cf62fb1fa6d03b9ebc0a0a3272232339,SI1,H,Ideal,475,Antwerp,0.3
2531,d9eb1c864cfaa8b6deef076edd37d9fe3403212dfae3d243947419118e4a06f2,VS1,G,Premium,1624,Las Vegas,0.5
2532,6cf5896600cbb072644fcdfa4e8bad2159c558e67c4b2226e87e26f6b898c99a,VVS1,G,Ideal,10724,New York City,1.24
2533,4d939723aee58df1d4cc07dc421ca4128d8c69edfcb8f236d1eb961bc440a81d,VS2,F,Premium,8796,Amsterdam,1.2
2534,4a621015e5337e14270e11a5e4a3489864dad0aaed3673381c8973285467c5a4,SI2,H,Premium,5376,Zurich,1.2
2535,29e2c686a1fab3fa529bacb349d8af3fd7c96ec2b5fafb13f7a4ba82894269c7,VS1,D,Premium,13730,Las Vegas,1.4
2536,e1b9005b2bd9380bf2ad43494b6a0c3de7db20532a7297fde352214e9610e4b7,SI1,I,Ideal,9407,Paris,1.6
2537,0371fc7cdb0ab35c882c492829dda05076e162691e6550e82bdf842471377d64,SI1,F,Premium,5284,Kimberly,1.04
2538,d41faf2b02624edbcdc0c13fbed91c96f0f6dc0a8dccb56b0615b0a155b8f77a,SI1,E,Good,687,Surat,0.4
2539,9f2ca3ad31656671b9e0bf12509c9e71dac5b8e8834145767f684bf193945d33,VVS2,E,Good,1042,Kimberly,0.42
2540,13990937ab8ca4413751a9012a31255e72a18ba3ac8d5c83dd511df50cf2a3e1,VS1,I,Ideal,6380,Paris,1.2
2541,62abc4bd66be5ab27f8cd37f0bf1c564287878217b39f7a5711a226adafe3f4a,SI1,E,Premium,2789,Antwerp,0.76
2542,39938bd5341cf9783604a0b5818375365c6d6fd12a5b6cab5160e57cce3dcab1,VS2,D,Premium,603,Luxembourg,0.27
2543,887846b0aa6af194c7e153372b41453af317c9407cb72cd75b9f633eb8ebf3a4,SI1,H,Ideal,891,Dubai,0.43
2544,18177338c3669a1314d644b7f4ecfd18a5c735e819edf1e2062c3bc354d0dd7f,VS1,I,Ideal,7181,Surat,1.23
2545,a812c832adb8c843f1ddb02534f58f4244da39f526cb9296f397e5c03c559f52,SI1,G,Ideal,375,Madrid,0.23
2546,1ea65ea38f2f574b3875ba895e4ff76b284b7725041612dfa0fdcc81d49e0f4f,SI1,F,Ideal,12545,Zurich,1.51
2547,c2d735ed61274b73ed20a49594661e35185797b6ee082cb5145383e548d4f9d0,VS2,H,Very Good,5264,Antwerp,1.07
2548,299ae77a4ef350ae0dd37d6bba1c002d03444fb1edb236b341962dec14cb4bb4,SI1,H,Ideal,421,Madrid,0.3
2549,3921a7d7066d4666f3e7e9874ab7832eed2f4bcabdd2af8f081c0dedd953779b,VS2,E,Ideal,6048,Surat,1.0
2550,a025f0314b164d72f92e11bd860ebbc0558addbeb5cf3ae1f06c4eded1d63ddc,VS1,G,Ideal,3572,Tel Aviv,0.74
2551,8d99af9470d4a657fffebc88104b660ffa8a3968ea860cf1f4df8705132951c1,VVS2,E,Very Good,9815,Surat,1.0
2552,beda66e7862b7ad41c56bbe0f38ad082aef73f1ec96cebb2d61d03322c40ad86,VS2,E,Ideal,702,Tel Aviv,0.32
2553,7b4261f5afa3de11408ed91980e35e585292e46cc265cd41dad35487f815c93d,SI1,F,Ideal,1378,Antwerp,0.5
2554,c344fdf40e328b7856fdbd48d0681979b5411287856b9926c41d6ddfe5765374,VVS2,G,Ideal,1985,Kimberly,0.54
2555,083deea4f628f1db6806c5bd4986388bfc33a17c54e7279584eae708f779e571,VS2,F,Ideal,2002,New York City,0.61
2556,213f6505c6c2a611fa8acf9e714cbb3037f19a2908adc6f77c7c795e04f8b733,VS2,I,Premium,13003,Las Vegas,2.01
2557,0844b610d6b7b1eebaa9b672e9cf973ca1795ea9f208d53d6c9ab9eef5cc67c9,VS2,I,Ideal,1371,Dubai,0.59
2558,a0c12d5078472f31e20796c43ed41b144f955e1e9174915fa6a371a039649dc8,SI2,H,Very Good,8184,Las Vegas,1.5
2559,ecc4ba55675b0dd7586171fcea38685ea838b98b64bcbb9b2625bc1be5284bab,VVS1,E,Very Good,575,Paris,0.25
2560,d15eff82084cddbc1b35df821f1a75d41977d9a7a0a0499f4accf528a8fb88f7,VS2,G,Ideal,6525,Antwerp,1.13
2561,5ee36f40051aec9076cd20826e9bad65d1c5fa24dc02a6bc19b83c8e7eaa4d53,VS2,J,Premium,1080,Madrid,0.51
2562,817944c9c68564a039ef90a88a4f87b739f822051db42dd6ef9ba6e80507a261,VVS2,H,Ideal,609,Luxembourg,0.31
2563,a48317286e0445e807090fe301da37ceb30a15c4df3aa6c06a8d9cde05c0fd83,VS2,E,Ideal,680,Kimberly,0.31
2564,d0c9e369bee256f4b0182a503babb685ee7b00419c985fb423a47bfb0eb89f56,SI1,F,Premium,2607,Luxembourg,0.76
2565,4dfbe272201d319815b088c936bd905d88d0700b5eb330da738b07f555be1a68,SI1,I,Premium,4872,Kimberly,1.16
2566,00c08d89fea3949876a591af017b09ccb7efa99c42117fa70780f9733164d608,SI1,D,Very Good,694,Amsterdam,0.4
2567,df91d97b8518e7a95c11b21218d4be8306c42ff83eee9e879a2a81a8518f6424,VVS2,G,Ideal,9921,Luxembourg,1.23
2568,9028dce6614eb1f7a5fdc2f564f671475cae5cec22ae87054199bf38034e0595,VS2,G,Good,5999,Paris,1.01
2569,2d6c50388f532bd1bbe52e5a25fad2a7fd3955bb2855b0b72cd28765e78b62e9,VS1,G,Ideal,1656,Surat,0.51
2570,5e8a21ead84851c212c2cae58849de4d37bc0babfcab05ceff51350412eb3e94,VS1,I,Ideal,816,Amsterdam,0.39
2571,e001dad6f306c7ddb4c0662753355f15214ca8f3cfa19f8c215530c3ac7a3764,VS1,G,Ideal,1743,Dubai,0.52
2572,2d087552bf9d679fa4a8eebf4b2478174b3f1384b07dc5adc286ad9b0117674e,SI1,H,Ideal,1445,Madrid,0.59
2573,cfc9f9d59644d2c787369fdfb49611937045a6f7bf843cac2d991cdcda24e651,VVS2,G,Ideal,9169,Las Vegas,1.07
2574,714e65ea2496fbf0e6bd4a2a9c99b282580bb9d2667220c01490d34497ab28f3,SI2,E,Very Good,4398,New York City,1.02
2575,e7303ad874c1009003d08c7bd18c3c1f1bbc6fde77ed0f6024ab9c998285ddb8,SI1,H,Ideal,628,Luxembourg,0.34
2576,1098335e95d32f09abf3519a886cb9774d4f668e694eb2835c473643618efc0e,SI2,I,Ideal,973,Antwerp,0.53
2577,5dbb51ba631f2c785bc36a5f41521d7df1a5116c9073f6f7cc29f581b93333e5,VVS1,F,Very Good,608,Las Vegas,0.24
2578,b1ac3a14adbfd6d9c4c4641a18c04de2b5370726980041058edfa926a49a9fb5,VS2,G,Ideal,17442,Luxembourg,1.76
2579,4235d033441def62c1ea71655385fe6f2b4acd0458059c4ed2fc495e5129326e,SI1,G,Very Good,3718,Amsterdam,0.9
2580,ed946f65d2c785d90e827c5ffd879ce3b49c68d4c88013074176a7e73bc58bcf,VS2,D,Ideal,1822,New York City,0.52
2581,fd77ae3ed92c65f6ff3c609e98bf395f5fdcd89168f67405ab7466651864538b,VVS2,H,Very Good,449,Luxembourg,0.24
2582,8fc750f6d387270884c52388abf261efa9e0b55854fdd27020113b47fcc766c0,VVS2,G,Premium,5167,Surat,0.91
2583,cc0fbd76e442d990847e437626300d0679bf22feaa1092c815a3c72cfbeecda1,VS1,H,Ideal,7803,Kimberly,1.23
2584,a1dc2a3800abc8019d31afbd94f32a166303390fe03b2c55a424348bf87663b3,VS2,H,Premium,5885,Surat,1.13
2585,385ad5955fc20f7fd6544898222a92a22c0142d87f737e5ca06b4e837a037d7f,VS1,F,Premium,1766,Kimberly,0.53
2586,cfb05fff77b9b26d027b12c345d05bd1d453619318c52e827458b865860f6a85,VS2,H,Good,2947,Dubai,0.82
2587,576a0f27a454c4750b7885d1ff402f9128ee665428becec167f08cabe730b935,SI1,I,Ideal,5049,Luxembourg,1.08
2588,d3911d52eb8352031164c0bc29896f622bd96e3dcd6e0455b7019adef18b7ce9,SI1,D,Good,732,Tel Aviv,0.31
2589,3f3523ac168330e6b429b23d2b25b6c6d7efaf564c1a9f1feaf5398d2bb45318,VVS1,F,Very Good,11737,Luxembourg,1.14
2590,69d9200c309f5f97567dc02e0898b21d18cd294ee8bd4d597edf3fdc015c83d2,VS1,E,Very Good,14904,Madrid,1.51
2591,cdc86d5bacca35b49d4c518e1a604f8ee3df1cf4e7ac5723a4962a73055bfbe7,VS2,E,Ideal,680,Surat,0.31
2592,f6142d191a2f19d20f07ba7ede424003d67a0f5987a99d150e65d93eaa44b1de,VVS2,G,Premium,878,Las Vegas,0.3
2593,9cbfc3c153a29e5cc24fadb50051c9cd56d107e2368e83a74ee971adf89d8924,VS2,H,Premium,505,Tel Aviv,0.32
2594,8f87edbf7e3fbfba22df722036c493b7b8f35321b7d147f22c4789a9d0a4cbc1,SI1,F,Very Good,2326,Surat,0.73
2595,4a81bf42d193fd4acbb683cbe880ee6f84b124f700be1b3c1452c694917be2de,VVS2,F,Ideal,1221,Tel Aviv,0.42
2596,dda67706bcbb5a57d83983e9befc01fff95413c87f286b92f146484c7a4786f3,SI1,I,Ideal,2255,Paris,0.71
2597,d82d37806d0ad0c523d9fd8be8e5e94b435ab644a4f14338486bc64727116175,VS1,E,Ideal,1076,Amsterdam,0.41
2598,893cb5b1a02d4dcada2c464508cc4e47b86f8f21185b6032d5a12cb3f1e4541a,VS1,G,Very Good,605,Tel Aviv,0.3
2599,533099ac357e5586238f6be92e706eacb5dea6559fa61b979069c39c5efe8cee,SI2,I,Ideal,4158,Paris,1.1
2600,3a0e14026c6b1d6b4cae899e451e9ebcbd9646c44a956440f2227b2212447be6,SI1,H,Premium,1948,Kimberly,0.7
2601,5b9ccce4a61b723926e42217fed468ee5df71d20b403754dd091e4a90f907518,VS2,E,Premium,7047,Surat,1.04
2602,a24e43b7765e445a86b1904b1c24b094dbd50eaf218ddc9cd6c2b3cbcd72cea3,VVS2,G,Very Good,3655,Paris,0.76
2603,120e90dfb21d132a40c6281f8c8f25331969559e200f589bfe8e775e333b5b3a,VVS1,F,Ideal,705,New York City,0.25
2604,6dd6d77794056ba92bc53c43a5dd1b0149d7e88e4273e880d693baec4ff45860,VS1,E,Premium,16779,Surat,1.52
2605,a81824dad073f33ca3e41d3b99d0fdb62a5c04435a5e338af7e7130026208d5a,SI2,D,Fair,1651,Paris,0.77
2606,b028e7b30ae6629575651e0369e15c482a1b97a7d437334f1b1cf00f5c06a78f,SI2,F,Ideal,3812,Amsterdam,0.91
2607,5dec2555aa54ac568f403b140af7d6fcd39f041a3b7f2b69e283fd7d29a73a1c,VS1,E,Ideal,603,Kimberly,0.27
2608,32ea6aa8091a36e8779df25bed19f857a402b1f3862c8c07212928f0f2ea886d,VS2,F,Premium,884,Zurich,0.42
2609,b171875a25de1c92084c310cc8c323c59668112c2c680f5b161a93041cb7fed0,SI2,F,Premium,4134,Zurich,1.11
2610,9d45a4710a9abc4e87cac3a7bc71ca46b79c2cbcce4a01a1f83184f6878744c7,SI2,D,Very Good,2878,Surat,0.79
2611,cc41d80b1697c04d19330fba23a82cfc68fb086e3445691578bfae3a3d6f3e57,SI1,D,Ideal,1692,Luxembourg,0.55
2612,b6316aa9a0bfcfd8f2f36eae197c78173d893fb9409d12d0f1815a1fe62c89da,VS2,D,Good,608,Amsterdam,0.3
2613,c3cef2b615f9980e21436f8ff45d9a03c40920cf3f91d9e6097f052858a52bcc,SI1,E,Premium,4365,Tel Aviv,0.96
2614,a80043e41f8701eb0ef169175a42bce2606293f6ec2c7afb36943d7f9a40f749,VVS1,F,Very Good,525,Las Vegas,0.23
2615,332d88d62030ed158213fa33b60f3d03a4d2cfccf9a64cd7fa911d96e8cc746e,SI2,H,Very Good,1799,Surat,0.72
2616,3d216e1fd03239027b693251ff41fffde0f39621045f93aaf598d4df2199f225,VS1,G,Very Good,1607,Kimberly,0.53
2617,13d61412db18277db74db4337a034d6972da028bdcf41c2286c07f452753fc8f,VS1,E,Ideal,664,Luxembourg,0.31
2618,2e261b21f0a1c5a659b5803ba1f63a176794d946e72e2dd61a73fa90df41b1de,VS2,G,Premium,6713,Tel Aviv,1.11
2619,327e892542e0f4097f90d914962a75ddbe9cb0577007d7b7d45dea310086bb97,SI1,E,Premium,4259,Luxembourg,0.9
2620,1483c82372b98e6864d52a9e4a66c92ac7b568d7f2ffca7f405ea0853af10e89,SI2,I,Premium,2795,Antwerp,1.0
2621,511425f1125b98b09c7b636c27a56b0be1fff185717d5233144fd02ddf0cddab,VS1,J,Premium,830,Madrid,0.41
2622,88a8b05b0a6492f5f0b4f45b6ff5d756182b1ea12bb924ec5a36a4febc85be99,VS2,F,Ideal,10342,Kimberly,1.23
2623,9a2d94742295a879f4da56d22e59f2b5edd3efad1ddb6ba3ae603eb8bd4d40df,VVS2,G,Very Good,7528,New York City,1.0
2624,1d0c2d6ea2d7578bc3f4c21a87cbc592f2b7c34a7051cc2f80685c79ad33560c,VS2,E,Ideal,3553,Luxembourg,0.71
2625,63727ee4cff30e597899af01a4a355ea91e54c9a055e1da18e25b89dfa90352c,VS2,F,Ideal,842,London,0.4
2626,305800b71062b49b350208327a02ec378199b4cf35e60eeb971611bef4928394,SI2,D,Premium,574,New York City,0.3
2627,9dfbae98257df8db309d3313566195a2cc240e8a1c364762dbdfd6ab9f3cac3a,VS1,H,Ideal,497,Surat,0.28
2628,e3258a34514b7d09da9f53689ab5b866c4277b4ec62cdabab68494af60063855,SI2,E,Premium,7311,Dubai,1.39
2629,bb08e6dbeccef5f7e04c0f8779d74b52e1122176a5e8bda3d4f05a47e6127764,VS2,H,Premium,473,Las Vegas,0.3
2630,75ca28395bfc9ad121e29198a3124a330e4ad2c10463dd7b9bae68f48423fe71,VS2,D,Ideal,1963,Antwerp,0.56
2631,72a1917673994c23e72b3f49c2134549aa2219dffd8c029a071efe9c437f7888,VVS1,G,Ideal,10232,New York City,1.21
2632,994aa605e86d263f1818ca1cec63a70b694f492aa906560e90ca193ef4dc181d,VS1,E,Ideal,692,Antwerp,0.31
2633,05798b5867fa0524fc05cc67b0402d17dfc0afab384b4183b860567c14772013,SI2,D,Premium,5504,Antwerp,1.19
